date,price
2015-09-28,594.890015
2015-09-29,594.969971
2015-09-30,608.419983
2015-10-01,611.289978
2015-10-02,626.909973
2015-10-05,641.469971
2015-10-06,645.440002
2015-10-07,642.359985
2015-10-08,639.159973
2015-10-09,643.609985
2015-10-12,646.669983
2015-10-13,652.299988
2015-10-14,651.159973
2015-10-15,661.73999
2015-10-16,662.200012
2015-10-19,666.099976
2015-10-20,650.280029
2015-10-21,642.609985
2015-10-22,651.789978
2015-10-23,702.00
2015-10-26,712.780029
2015-10-27,708.48999
2015-10-28,712.950012
2015-10-29,716.919983
2015-10-30,710.809998
2015-11-02,721.109985
2015-11-03,722.159973
2015-11-04,728.109985
2015-11-05,731.25
2015-11-06,733.76001
2015-11-09,724.890015
2015-11-10,728.320007
2015-11-11,735.400024
2015-11-12,731.22998
2015-11-13,717.00
2015-11-16,728.960022
2015-11-17,725.299988
2015-11-18,740.00
2015-11-19,738.409973
2015-11-20,756.599976
2015-11-23,755.97998
2015-11-24,748.280029
2015-11-25,748.150024
2015-11-27,750.26001
2015-11-30,742.599976
2015-12-01,767.039978
2015-12-02,762.380005
2015-12-03,752.539978
2015-12-04,766.809998
2015-12-07,763.25
2015-12-08,762.369995
2015-12-09,751.609985
2015-12-10,749.460022
2015-12-11,738.869995
2015-12-14,747.77002
2015-12-15,743.400024
2015-12-16,758.090027
2015-12-17,749.429993
2015-12-18,739.309998
2015-12-21,747.77002
2015-12-22,750.00
2015-12-23,750.309998
2015-12-24,748.400024
2015-12-28,762.51001
2015-12-29,776.599976
2015-12-30,771.00
2015-12-31,758.880005
2016-01-04,741.840027
2016-01-05,742.580017
2016-01-06,743.619995
2016-01-07,726.390015
2016-01-08,714.469971
2016-01-11,716.030029
2016-01-12,726.070007
2016-01-13,700.559998
2016-01-14,714.719971
2016-01-15,694.450012
2016-01-19,701.789978
2016-01-20,698.450012
2016-01-21,706.590027
2016-01-22,725.25
2016-01-25,711.669983
2016-01-26,713.039978
2016-01-27,699.98999
2016-01-28,730.960022
2016-01-29,742.950012
2016-02-01,752.00
2016-02-02,764.650024
2016-02-03,726.950012
2016-02-04,708.01001
2016-02-05,683.570007
2016-02-08,682.73999
2016-02-09,678.109985
2016-02-10,684.119995
2016-02-11,683.109985
2016-02-12,682.400024
2016-02-16,691.00
2016-02-17,708.400024
2016-02-18,697.349976
2016-02-19,700.909973
2016-02-22,706.460022
2016-02-23,695.849976
2016-02-24,699.559998
2016-02-25,705.75
2016-02-26,705.070007
2016-02-29,697.77002
2016-03-01,718.809998
2016-03-02,718.849976
2016-03-03,712.419983
2016-03-04,710.890015
2016-03-07,695.159973
2016-03-08,693.969971
2016-03-09,705.23999
2016-03-10,712.820007
2016-03-11,726.820007
2016-03-14,730.48999
2016-03-15,728.330017
2016-03-16,736.090027
2016-03-17,737.780029
2016-03-18,737.599976
2016-03-21,742.090027
2016-03-22,740.75
2016-03-23,738.059998
2016-03-24,735.299988
2016-03-28,733.530029
2016-03-29,744.77002
2016-03-30,750.530029
2016-03-31,744.950012
2016-04-01,749.909973
2016-04-04,745.289978
2016-04-05,737.799988
2016-04-06,745.690002
2016-04-07,740.280029
2016-04-08,739.150024
2016-04-11,736.099976
2016-04-12,743.090027
2016-04-13,751.719971
2016-04-14,753.200012
2016-04-15,759.00
2016-04-18,766.609985
2016-04-19,753.929993
2016-04-20,752.669983
2016-04-21,759.140015
2016-04-22,718.77002
2016-04-25,723.150024
2016-04-26,708.140015
2016-04-27,705.840027
2016-04-28,691.02002
2016-04-29,693.01001
2016-05-02,698.210022
2016-05-03,692.359985
2016-05-04,695.700012
2016-05-05,701.429993
2016-05-06,711.119995
2016-05-09,712.900024
2016-05-10,723.179993
2016-05-11,715.289978
2016-05-12,713.309998
2016-05-13,710.830017
2016-05-16,716.48999
2016-05-17,706.22998
2016-05-18,706.630005
2016-05-19,700.320007
2016-05-20,709.73999
2016-05-23,704.23999
2016-05-24,720.090027
2016-05-25,725.27002
2016-05-26,724.119995
2016-05-27,732.659973
2016-05-31,735.719971
2016-06-01,734.150024
2016-06-02,730.400024
2016-06-03,722.340027
2016-06-06,716.549988
2016-06-07,716.650024
2016-06-08,728.280029
2016-06-09,728.580017
2016-06-10,719.409973
2016-06-13,718.359985
2016-06-14,718.27002
2016-06-15,718.919983
2016-06-16,710.359985
2016-06-17,691.719971
2016-06-20,693.710022
2016-06-21,695.940002
2016-06-22,697.460022
2016-06-23,701.869995
2016-06-24,675.219971
2016-06-27,668.26001
2016-06-28,680.039978
2016-06-29,684.109985
2016-06-30,692.099976
2016-07-01,699.210022
2016-07-05,694.950012
2016-07-06,697.77002
2016-07-07,695.359985
2016-07-08,705.630005
2016-07-11,715.090027
2016-07-12,720.640015
2016-07-13,716.97998
2016-07-14,720.950012
2016-07-15,719.849976
2016-07-18,733.780029
2016-07-19,736.960022
2016-07-20,741.190002
2016-07-21,738.630005
2016-07-22,742.73999
2016-07-25,739.77002
2016-07-26,738.419983
2016-07-27,741.77002
2016-07-28,745.909973
2016-07-29,768.789978
2016-08-01,772.880005
2016-08-02,771.070007
2016-08-03,773.179993
2016-08-04,771.609985
2016-08-05,782.219971
2016-08-08,781.76001
